running round here like some brand new pussy thats bout to get fucked, 0
these bitches even worst theyll send them guys for you, 0
these hoes like niggas that spend money not talk bout it, 1
we dont trust these niggas all these bitches, 1
yall niggas b cuffing hoes cause yall aint never have bitches, 0
you dodge a bullet   MENTIONHERE All da bitches I cut off pregnant or bound to be thank God, 0
young Pill Chamberlain these bitches love my music, 0
MENTIONHERE Teanna Trump probably cleaner than most of these twitter hoes but, 0
MENTIONHERE Gay niggas couldnt wait to act like bitches tonight, 0
MENTIONHERE And ima steal his cat n replace it with a pitbull  RT MENTIONHERE MENTIONHERE He a bitch you should do it, 0
amp hes gone always be a hoe, 0
Son of a bitch took my Tic Tacs, 0
All I wanna do is get money and fuck model bitches  Russell Simmons, 0
MENTIONHERE I probably wouldnt mind school as much if we didnt have to deal with bitch ass teachers Retweet, 0
MENTIONHERE Im a fucking fag they said, 0
MENTIONHERE Females think dating a pussy is cute now URLHERE how does doing this stuff make him a pussy, 0
MENTIONHERE SimplyAddictedToGuys URLHERE woof woof hot scally lad, 0
MENTIONHERE Have ya ever asked your bitch for other bitches  kanye voice Yes, 0
MENTIONHERE How u gone bring ur side bitch to a game where You know Ya gf friends at   I SWEAR, 0
MENTIONHERE URLHERE woof woof and hot soles, 0
MENTIONHERE Lemmie eat a Oreo amp do these dishes One oreo Lol, 0
MENTIONHERE MENTIONHERE MENTIONHERE bitch fuck u URLHERE maybe youll get better Just URLHERE, 0
MENTIONHERE Fuck Red Malone man bitch ass niggah could you please use complete sentences, 1
MENTIONHERE Why the eggplant emoji doey he say she looked like scream lmao, 0
MENTIONHERE Hennessey Venom GT  URLHERE thats one sexy bitch, 0
MENTIONHERE Him seh me pussy wetter then a shower curtainahmesehwetnessltlmao, 0
MENTIONHERE Eaglesnation and every Eagles need to see that pic I just posted because that bitch just said the most racist shit, 0
MENTIONHERE Yo fuck skateboarding all yall some wood pushing faggots man ball is life URLHERE, 1
MENTIONHERE baby monkey bathtime URLHERE, 0
MENTIONHERE  I aint shit  Damn Skippy lol, 0
MENTIONHERE u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyNo bs must b gtchance, 1
MENTIONHERE MENTIONHERE URLHERE  rings  mvps  bitches lol, 0
MENTIONHERE ppl talk bad about the ghettohood  but as a kid growing up a nigga had funnnnnnn, 1
MENTIONHERE The facts on tattoostattoo URLHERE hes a pussy with not tattooing them nipples, 0
MENTIONHERE  RT MENTIONHERE Bitches be wanting to act like niggas so bad  that shit aint cuteeeee but niggas act like bitches, 0
MENTIONHERE Get worshiping bitch URLHERE woof woof, 0
MENTIONHERE Wow RT MENTIONHERE Im lost Are those buttcheek piercings URLHERE yeah shes a hoe, 1
MENTIONHERE Ok sis Shed rather be a broke bitch shrugs shell have to tell me how it works for her, 0
MENTIONHERE MENTIONHERE MENTIONHERE queer gaywad, 1
MENTIONHERE MENTIONHERE faggot read my tweets after dat k it wasnt even funny lol, 0
MENTIONHERE This bitch was so ungrateful URLHERE fr  LULWHORE, 0
MENTIONHERE I been kidnapped yo bitch, 0
MENTIONHERE MENTIONHERE alsarabsss hes a beaner smh you can tell hes a mexican, 1
MENTIONHERE MENTIONHERE happy birthday nigs Thanks yo, 1
MENTIONHERE when ur teacher tells u that u have homework URLHERE this bitch need to go, 1
MENTIONHERE MENTIONHERE MENTIONHERE that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john paul URLHERE, 1
MENTIONHERE What would yall lil ugly bald headed bitches do if they stop making makeup amp weave, 0
MENTIONHERE Leafs better win this damn game so I can go riot and shit EarlyChristmas you better start looting my nig, 1
MENTIONHERE Going back to school sucks more dick than the hoes who attend it, 0
MENTIONHERE On my way to fuck yo bitch URLHERE me as a  year old, 0
MENTIONHERE MENTIONHERE how come you never bring me food i dont have a car retard, 0
MENTIONHERE If Richnow doesnt show up with hella tinder hoes Im not his friend anymore chill I brought like like  prople, 0
MENTIONHERE How bout them Cowboys Shutup pussy, 1
MENTIONHERE LMAOOOOOOOOOOO this nigga MENTIONHERE URLHERE ltbitch want likes for some depressing shitfoh, 0
MENTIONHERE MENTIONHERE girl you know I was spitting that G shit to you amp you was going lbvsbitch plz, 0
MENTIONHERE Let me make a couple tweets off cuzzo page so I wont get in twitter jaillmao bitch dont trick me again, 0
MENTIONHERE Harlem shake is just an excuse to go full retard for  seconds, 0
MENTIONHERE amen miley  URLHEREokay but she dont need to act like a hoe just bc shes emotionally damaged foh, 0
MENTIONHERE having one loyal female is wayyyyy better than having hoes  idc, 0
MENTIONHERE Pussy licking pussy meow meow StopWhitePeople  URLHERE, 0
MENTIONHERE Check out our th man CowboysNation even with all those faggot ny fans in the stands, 0
MENTIONHERE What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch, 0
MENTIONHERE MENTIONHERE im the bitch okay nudes pat  wow, 0
MENTIONHERE MENTIONHERE youre fucking gay blacklisted hoe Holding out for TehGodClan anyway URLHERE, 1
MENTIONHERE The fuck be wrong with these bitches Nobody knows, 0
MENTIONHERE Yall shut upp make me bitch, 0
MENTIONHERE I hate a Im pregnant type of bitch, 1
MENTIONHERE Got bitches in the DM but I dont ever readem which is y your top, 0
MENTIONHERE Baseball season for the win Yankees This is where the love started, 0
MENTIONHERE Little stupid as bitch I dont fuck with yoooooouuuu, 0
MENTIONHERE she really asked me that dead ass serious tho all i could say was bitch wheet LOL, 0
MENTIONHERE Im an early bird and Im a night owl so Im wise and have worms, 0
MENTIONHERE Overdosing on heavy drugs doesnt sound bad tonight I do that pussy shit every day, 0
MENTIONHERE Pit Bulls Photographed As Lovely Fairy Tale Creatures URLHERE, 0
MENTIONHERE MENTIONHERE Aw fag dont tweet aw to me lol, 0
MENTIONHERE As long as the Lakers trash from now on I could careless And thats real CC MENTIONHERE hahaha, 0
MENTIONHERE MENTIONHERE I didnt say anything tho kiss me then faggot, 0
MENTIONHERE this the I play soccer cheat on girls and wear khaki coloured cargos haircut URLHERE  yup, 0
MENTIONHERE I could go for a fat ass bitch on my lap same, 0
MENTIONHERE  missed calls Das yo PO bitch twitter finna be screamn FreeMoneyMelle, 0
MENTIONHERE Ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao, 0
MENTIONHERE MENTIONHERE   Amo los pies URLHERE fuck yeah, 0
MENTIONHERE These hoes be thinking Meat wont slap they ass  ainna bruh, 0
MENTIONHERE Yall bitches wit no edges be doing the most talking, 0
MENTIONHERE Yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit, 0
MENTIONHERE I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck, 0
MENTIONHERE If she kiss u with her eyes open watch that bitchlmfao, 0
MENTIONHERE You a woulda coulda shoulda ass hoe, 0
MENTIONHERE Happy Bday Bitch Ass Nigga MENTIONHERE that bitch roll up, 0
MENTIONHERE MENTIONHERE MENTIONHERE used to send that bitch up, 0
MENTIONHERE Ugly bitches be like Im my own WCW duh bitch you aint nobody elses, 0
MENTIONHERE MENTIONHERE nigga you know we hacky sack hoes nah I throw no look passes lmao, 1
MENTIONHERE Glad Im getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em, 1
MENTIONHERE This isnt ghettoits smart URLHERE Im doing this idc, 0
MENTIONHERE I would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place, 0
MENTIONHERE Being single isnt an excuse to be a hoe MENTIONHERE, 0
MENTIONHERE White boy power bitch black power bitch, 1
MENTIONHERE Lets get drunk get blowed spit shit spark blunts amp fuck hoes Bro white dudes have no chill, 0
MENTIONHERE MENTIONHERE bitch where u been Around the world and back Where you been, 0
MENTIONHERE MENTIONHERE if I dont get my dick sucked at yo party by a bad bitch Im fr gone set it off  by MENTIONHERE, 0
MENTIONHERE oomf is soooo cute But he probably has hoes on him a lot, 0
MENTIONHERE In every cartoon theirs alway a MENTIONHERE saving these hoes lmao URLHERE lmao damn captain SaveAHoe, 0
MENTIONHERE Who wants to get there nose in these bad bois then scally chav sockfetish stinking URLHERE hot sox and legs, 0
MENTIONHERE I wish I was a bitch like my brother keezy  ooooow I bet you do, 0
MENTIONHERE If you dressed up as a cat for Halloween you are basic or a pussy, 0
MENTIONHERE Can pornhub just get a gaming stream feature so these dumb bitches can gtfo MENTIONHERE get on it Katielt, 0
MENTIONHERE stop being scared to choke her during sex u bitch ass niggas Shell like it Says the guy who hits women out of bed FOH, 0
MENTIONHERE MENTIONHERE ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig, 0
MENTIONHERE MENTIONHERE Oh man its  am you off a molly ho where the fuck ya seed at fixed, 0
MENTIONHERE Youre not a man if you refer to every girl as a bitch, 0
MENTIONHERE Lmfao this cat started beating the shit out of me my nigga finally got some pussy MY NIGGA, 0
MENTIONHERE Peel up peel up bring it back up rewind back where Im from they move Shaq from the line ooooow who tf said that trash, 0
MENTIONHERE MENTIONHERE io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha, 0
MENTIONHERE MENTIONHERE naw its my old tape new cover  my upcoming mixtape is KingOfTheHill Yeah Im waiting on that hoe Mayne, 0
MENTIONHERE Ol dirty foot ass bitches this was too funny to me, 0
MENTIONHERE MENTIONHERE thats where I get my yellow flags for being amazing  HELL YEAH NIGGY, 0
MENTIONHERE Dont got time for bitches to be actin iffy, 0
MENTIONHERE UCFPINKPARTY come on stay alive knights nation This is still the early bird special ComeAtMeUT, 0
MENTIONHERE These hoes aint loyal  no they aint URLHERE, 0
MENTIONHERE Bruh you studs keep thinking Im soft as hell Ask ya girl how many times she screamed she was my bitch Oh okay STFU BYE HOE, 0
MENTIONHERE dry pussy bitches always blame it on the condom, 0
MENTIONHERE shut yo bitch ass up URLHERE, 0
MENTIONHERE Gucci Mane in jail and dropping mixtapes every month and you hoes cant even text back, 0
MENTIONHERE You love these hoes more then money wats wrong these niggas, 0
MENTIONHERE A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo sounding like me over there lol, 0
MENTIONHERE Easy cum easy hoe Thats a fact, 0
MENTIONHERE Charlie Sheen is too real URLHERE major fucking respect for Charlie Sheen, 0
MENTIONHERE Wish I had a bae, 0
MENTIONHERE Fuck twerking bitch can you cook, 0
MENTIONHERE MENTIONHERE bitch wtf URLHERE, 0
MENTIONHERE MENTIONHERE MENTIONHERE Shut up zoe fight me pussy for zoe Im good man You are good maam Move along now, 1
MENTIONHERE Lmao fucking snake bitches  em, 0
MENTIONHERE Big booty hoes everywhere sheesh  damn, 0
MENTIONHERE Stay tuned to MENTIONHERE for an update on the report that MENTIONHERE B MENTIONHERE will be out  weeks MENTIONHERE bum, 0
MENTIONHERE MENTIONHERE I play soccer cheat on girls and wear khaki coloured cargos haircut URLHERE yes lmfaoMENTIONHERE, 0
MENTIONHERE Oregon chokes every year get off the field trash ass program RFT, 0
MENTIONHERE Def not cowboy lol RT MENTIONHERE Terrell Owens was the best Eagle amp Cowboy ever dude cried like a bitch on tv over Romo, 0
MENTIONHERE LMFAOOOO I HATE BLACK PEOPLE URLHERE This is why theres black people and niggers, 1
MENTIONHERE MENTIONHERE MENTIONHERE How could u do this to me bitch potent, 0
MENTIONHERE URLHERE a pissed lad past out I would lick his dirty soles while he slept, 0
MENTIONHERE URLHERE love frat boy w soft long soles, 0
MENTIONHERE URLHERE sexy lad with hot soles and arches, 0
MENTIONHERE MENTIONHERE nah fam I gotta cheat with the hoes depends on the female i feel, 0
MENTIONHERE MENTIONHERE  I got hicks lol, 0
MENTIONHERE This new twitter is confusing the shit out of me Go back to south america bitch, 1
MENTIONHERE Toto means ass or vaginaI think pussy cause toto santi is like nasty pussy, 0
MENTIONHERE but what if he actually does choose the ugly bitch over you Her ass must be fat, 0
MENTIONHERE bitch couldnt kill my vibe if ya tried  dis why i love miley, 0
MENTIONHERE Im tired of bitches saying I look mean  nigga you big af wear tight shirts and grim everybody, 0
MENTIONHERE  birds your grandkids may never see thanks to climate change URLHERE URLHERE Climate, 0
MENTIONHERE Stay beautiful you bitch, 0
MENTIONHERE WutKinda, 0
MENTIONHERE Money getting taller and bitches getting blurry, 0
MENTIONHERE I aint never seen a bitch so obsessed with they nigga Im obsessed with mine, 1
MENTIONHERE Kobe stay talking trash But lets not forget URLHERE MENTIONHERE I meant to do this one Smh, 0
MENTIONHERE At least Im not a nigger URLHERE, 1
MENTIONHERE People always asking me what Im mixed with She a bad asian bitch lol, 0
MENTIONHERE MENTIONHERE Ariza is a snake and a coward but at least he isnt a cripple like your hero Roach lmaoo, 1
MENTIONHERE MENTIONHERE Fosters home for imaginary trash WHOA CHILL, 0
MENTIONHERE I am lowkey tired if you tired be quiet and go to sleep hoe, 0
MENTIONHERE MENTIONHERE Stop bringing weird niggers into my mentions MENTIONHERE URLHERE, 0
MENTIONHERE We dont love these hoes, 0
MENTIONHERE If yo girl cant have homeboys you a ol weak bitch ass nigga, 0
MENTIONHERE MENTIONHERE I think worst advice I gave you was  dont be a pussy and speed up lol, 0
MENTIONHERE Quote this tweet with your favorite animalpussy, 0
MENTIONHERE I hate when strippers tell you theyre dancers Hoe ballet dancers dont pop their pussy to Beethoven You a STRIPPER, 0
MENTIONHERE Andrewbryant Poff has double vision after  beers, 0
MENTIONHERE When bitches TWERK on the computer, 0
MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE Prince THIS is art URLHERE nobody takin his bitch, 0
MENTIONHERE  of welfaregovernment aid is claimed by white people So yall black slander is trash now, 0
MENTIONHERE These bitches dont care they just play that role, 0
MENTIONHERE It took a while for you to find me but I was hiding In the lime tree, 0
MENTIONHERE Drakes new shoes that will be released by NikeJordan Yes theres glitter on the shoes URLHERE dudes a fag, 1
MENTIONHERE MENTIONHERE inna di ghetto You alone lmaoo, 0
MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE hoes Austin teach us AustinI teach u how to get curved Thats all I know, 0
MENTIONHERE bitches cant cook but know how to suck dick  so to the ones that can do both, 1
MENTIONHERE Fat hoes get chose lol, 0
MENTIONHERE hoesaintloyal well theyre hoesno one expects them to be loyal, 0
MENTIONHERE MENTIONHERE MENTIONHERE ol bitch ass URLHERE, 0
MENTIONHERE Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo, 1
MENTIONHERE Just because tony romo at the mavs game dont mean he still not a bitch lmao Fuk them cowgirls lol bitch fuck you, 0
MENTIONHERE  Holy shit Freddie Highmore was in Charlie and the Chocolate Factory, 0
MENTIONHERE I dont want to have sex with my gf because I feel like Im using her  anonymous Whata faggot, 1
MENTIONHERE  One of your followers with this  URLHERE  somebody bitch if you dont, 0
MENTIONHERE If ya bitch always bitching clearly she care Or just an annoying Bitch, 0
MENTIONHERE These catfish hoes thinkin they slick But niggas catching on, 0
MENTIONHERE Cant worry about a bitch that aint worried bout me real, 0
MENTIONHERE Side hoes are for insecure niggas that cant handle a real one, 0
MENTIONHERE RT MENTIONHERE Lmao This bitch come scooting in the tent like she about to fuck some shit up, 0
MENTIONHERE My cousin said he share hoes with his brothers He said sharing is caring and he love his brothers, 0
MENTIONHERE im hungry but ionn wanna spend my money on foodBroke hoe problems, 0
MENTIONHERE Dese hoes be LYIN to all of us nigga, 0
MENTIONHERE URLHERE oh yeah fuck that bitch, 0
MENTIONHERE Eli Manning just threw his NFLleading th interception of the season Lmao trash, 0
MENTIONHERE USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team  URLHERE hes a bitch, 0
MENTIONHERE Guess what I also have zero time for your mansplaining Adios Stfu pussy, 0
MENTIONHERE Chilling  URLHERE sexy scally lad, 0
MENTIONHERE I aint sharing no bitch if you mines you mines, 0
MENTIONHERE money only impress the simple broke bitches, 0
MENTIONHERE Pisces will never be anybodys bitch they dont let people control or change them Rigghhht, 0
MENTIONHERE MENTIONHERE MENTIONHERE tuku ho idk blah blah blah, 0
MENTIONHERE MENTIONHERE MENTIONHERE Im not mad cuh hahaha suure tuku ho ita, 0
MENTIONHERE These hoes is crazy, 0
MENTIONHERE You aint ever gonna be a slice bitch Kevin hart, 0
MENTIONHERE Oomf so fuckin fine tho  dam  her dont be no bitch, 0
MENTIONHERE I wonder if the girl that gave head to  boys for a drink in magaluf has twitter she probly sends nudes for fags, 1
MENTIONHERE NewSATQuestions, 0
MENTIONHERE Hickies in between her thighs right by her pussy gtgtgt Its only right, 0
MENTIONHERE Would you still love me when Im no longer young and beautiful No Ugly monkey ass, 0
MENTIONHERE MENTIONHERE MENTIONHERE yall come through the frontbitch I aint coming, 1
MENTIONHERE MENTIONHERE faggot bitch URLHERE, 1
MENTIONHERE MENTIONHERE yea Im on my iPad I dont work this Friday Lets ball this faggot up MENTIONHERE work, 0
MENTIONHERE URLHERE this scally lad would get it, 0
MENTIONHERE GerrysHalloweenParty URLHERE Halloween was yesterday stupid nigger, 1
MENTIONHERE Chrus still supahot tho walks up to teacher with test drops test in that bitch fohead URLHERE, 0
MENTIONHERE MENTIONHERE I love eating pussy lol I never get full lol I can eat that shit forever lol and ever, 0
MENTIONHERE MENTIONHERE MENTIONHERE MENTIONHERE No slushes hoes nasty anyway famthem hoes taste like meds, 0
MENTIONHERE MENTIONHERE No slushes hoes nasty anyway fam, 0
MENTIONHERE BOBBY BITCHby MENTIONHERE be getting me live as fuck hell yea i play that hoe before my workout, 1
MENTIONHERE Yo bitch is Gucci Mane RT MENTIONHERE  My bitch a stoner  URLHERE, 0
MENTIONHERE I can ride your bitch with no handle bars, 0
MENTIONHERE And if you aint a hoe get up out my traphoussseeeee, 0
MENTIONHERE  sad TV character deaths were still bitter over URLHERE URLHEREned stark was the man, 0
MENTIONHERE These harbor bitches are all Party Bus hoes Lol all, 0
MENTIONHERE MENTIONHERE pussy love it, 0
MENTIONHERE Ultraviolence video its coming you little bitch MTVHottest Lana Del Rey URLHERE, 0
MENTIONHERE On my way to fuck your bitch URLHERE, 0
MENTIONHERE A smuggler explains how he helped fighters along the Jihadi Highway URLHERE, 0
MENTIONHERE MENTIONHERE Aww their avis look so cute together  URLHERE  do I gotta get Ike avi on this bitch, 0
MENTIONHERE MENTIONHERE Its simple dont be a hoedont worry about being exposed  fight mewhy, 0
MENTIONHERE whys this bitch boosting herself URLHERE, 0
MENTIONHERE MENTIONHERE bet not be no bitches   Kim bye, 0
MENTIONHERE Damn near gotta protect my tweets stalkers being annoying you got that dope dick Drive these bitches loco, 0
MENTIONHERE Im making marack my girlfriend  MENTIONHERE aye b you pullin hoes just like o taught you, 0
MENTIONHERE Bruno fag boy you love me, 1
MENTIONHERE MENTIONHERE I must be a bitch you are  sike naw This why we always beefing, 0
MENTIONHERE Down  Yankees look to rally in the bottom of the th RALLYCAP, 0
MENTIONHERE MENTIONHERE Dont take advantage of a nice person hoes everyjuan, 0
MENTIONHERE Happy birthday bitch nigga MENTIONHERE Thanks pal, 1
MENTIONHERE Sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday, 0
MENTIONHERE MENTIONHERE cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca, 0
MENTIONHERE MENTIONHERE ewww I said THAT last Sundayas in the last Sunday I was there Read it again nigs, 0
MENTIONHERE I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake, 1
MENTIONHERE My pussy still fresh lt something stank girls say, 0
MENTIONHERE Ass slapping is one the greatest things Haha  I slapped a girl on the ass  She got mad I aint get pussy for a week, 0
MENTIONHERE MENTIONHERE MENTIONHERE yeah Texans are so much better you fucking retard I see that youre mad about this, 0
MENTIONHERE Nd wtf is up with dark bitches with blonde PLEASE HAVE SEVERAL SEATS HOE looking like blackampmilds out here, 1
MENTIONHERE Theres a lane some bitches need to stay in  the left n get right the fuck outta our face, 0
MENTIONHERE I hate when boys deny that they have bitches  smh, 0
MENTIONHERE Ya nigs out there still saying yall dont eat butt WITH A STRAIGHT FACE, 1
MENTIONHERE Im a boss ass bitch that needs to sit in a corner, 0
MENTIONHERE Hes a hoe  I cant, 0
MENTIONHERE Me And Paul Thinkin Bout Gettin Rentals For Da Weekend oooh shit bitches betta stay out da streets, 0
MENTIONHERE bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story, 0
MENTIONHERE why do my friends hate me because you a ratchet hoe, 1
MENTIONHERE No love for these fuck niggas hoes, 1
MENTIONHERE Hot meat URLHERE sexy as fuck scally lad I would love to meet him and his trainers, 0
MENTIONHERE Sniff URLHERE perved up scally lad fuck yeah, 0
MENTIONHERE These bitches love Sosa, 0
MENTIONHERE MENTIONHERE I legit watched it for about  or  seconds SO DID I WTF prob cause were retarded smh, 0
MENTIONHERE What should I name my cat ideas Mr pussy, 0
MENTIONHERE URLHERE woof woof Sexy thug boy scally, 0
MENTIONHERE MENTIONHERE u see the damn phone ringing  when you married bitches makes demands You havent called me, 0
MENTIONHERE Tevin is my favorite sophomore I think hes so funny Hes really not Lmaoo hes a little hoe, 0
MENTIONHERE  sex positions URLHERE URLHEREnaw this what u call fucking the soul outta bitch, 0
MENTIONHERE MENTIONHERE is bored supposed to be cute you faggot Sometimes, 1
MENTIONHERE One mans trash  is another mans treasure, 0
MENTIONHERE I dont got no type Bad bitches is the only thing I like Iongotnotype, 0
MENTIONHERE MENTIONHERE lassen cc  the coach wants me i feel it youll get more my nig no doubt, 1
MENTIONHERE god teeth  gold chain, 0
MENTIONHERE Its me hoe its me hoe shhhhh, 1
MENTIONHERE In DC we call them rollers in Chiraq we call them thots All across America they have been known as a hoe, 0
MENTIONHERE Im gonna miss that bitch of a bus driverno you wont Dont lie, 0
MENTIONHERE hate when bitches try and put you in the friendzone bitch Im tryin to score put me in the endzone  ON MY SOUL, 0
MENTIONHERE Ashley Young has tried to deny that bird s landed in his mouth gt URLHERE URLHERE hahaha, 0
MENTIONHERE MENTIONHERE yall both gimped up Aint tht a bitch huh lol, 0
MENTIONHERE MENTIONHERE Take me for a ride  URLHEREredneck woof woof, 0
MENTIONHERE oh my god I love Victoria Mitchell all my bitches love me, 1
MENTIONHERE That long distance shit wack I knew the bitch was cheating uh oh, 0
MENTIONHERE HES DOING IT RIGHT  URLHERE no bitches smh, 0
MENTIONHERE they BAN dat pussy for life amp he gotta pay  millon dollar fine, 0
MENTIONHERE Roses are red and violets are blue and niggers are black you know thats true MENTIONHERE, 1
MENTIONHERE Sitting on my window sill window open bird tries to fly in Smacked it ProtectTheAnimals MENTIONHERE, 0
MENTIONHERE But a nigga gon be a nigga be a nigga You sound fuckin retarded, 0
MENTIONHERE a video an entire media will likely mock URLHERE i am such a crybaby, 0
MENTIONHERE MENTIONHERE MENTIONHERE Im not even shy stfu kikis mom Hi angelique, 0
MENTIONHERE Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh, 0
MENTIONHERE Karma is a bitch Damn GodProtectsHisAngels, 0
MENTIONHERE Fuckin hot gym pussy URLHERE fuck yeah, 0
MENTIONHERE Jihadi patron Hajjaj alAjmi is arrested at Kuwait airport URLHERE, 0
MENTIONHERE You can call me Fireman cause I turn the hoes on, 0
MENTIONHERE I could never have a bby by a lil dick Thts y I got a abortion by the last bitch oh My God, 0
MENTIONHERE Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that, 0
MENTIONHERE And smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded, 0
MENTIONHERE tweety bird tho URLHERE, 0
MENTIONHERE my pussy sweet like watermelon URLHERE, 0
MENTIONHERE When twitter rappers dm me their trash links URLHERE, 0
MENTIONHERE loud bitches annoy me, 0
MENTIONHERE Eventually every bitch turns into that hoe  Truuu, 0
MENTIONHERE MENTIONHERE MENTIONHERE I swear if oomf try talking to me tomorrow MENTIONHERE MENTIONHERE pussy, 0
MENTIONHERE You bitches be pretending to be TF crazy You aint never lied, 0
MENTIONHERE MENTIONHERE k bye hoe um bye, 0
MENTIONHERE Jackies a retard blondeproblems At least I can make a grilled cheese, 1
MENTIONHERE ima keep on giving these pussy ass niggas ah reason to hate, 1
MENTIONHERE Photo URLHERE he is in sole heaven, 0
MENTIONHERE Stacey Dash won  URLHERE baddest bitch evaaaa, 1
MENTIONHERE Side bitch Sunday, 0
MENTIONHERE Facts what baldheaded bitch made this shit  URLHERE, 0
MENTIONHERE Fuck wit us and then we tweakin hoe shmurda, 0
MENTIONHERE We actin like its the th day MENTIONHERE URLHERE, 0
MENTIONHERE Ill break that lil bitch neck and wont even feel sorry about it Savage, 0
MENTIONHERE This is so fucking hot scally sneakersex sockfetish sniff trainersex URLHERE love me some kinky scallies, 0
MENTIONHERE Yall dumb ass niggas be so pressed to have hoes Yall weak as fuck as fuck weed over hoes oreos too, 1
MENTIONHERE I can turn yo bitch into a eaterrrrrrrrr, 0
MENTIONHERE I dont trust dese hoes Nikki told st where I stay at all my fans screen shot ASAP we finna come to Chiraq and shoot sumn, 0
MENTIONHERE MENTIONHERE Aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard, 0
MENTIONHERE Now u got what u want bitch  Enjoy it URLHERE now this is a crazy party I would love to attend, 0
MENTIONHERE colored contacts in your eyes, 0
MENTIONHERE Facts MENTIONHERE Only the dudes with hoes say they dont got hoes MENTIONHERE, 0
MENTIONHERE Im rea start smacking bitches period  Bluffin at its best, 0
MENTIONHERE Lifes a bitch and then you die, 0
MENTIONHERE One of us is on drugs and its me but youre still wrong  MENTIONHERE hahahahahahah im a bitch sometimes, 0
MENTIONHERE Im feeling pretty fuckin ghetto Smh, 1
